480   DEBUG o.e.jetty.webapp.WebAppContext - preConfigure o.e.j.w.WebAppContext@34f772{/,file:/home/christian/git/SpringREST/sparkRest/src/main/webapp/,null} with org.eclipse.jetty.webapp.JettyWebXmlConfiguration@d3b47e6
489   DEBUG o.e.jetty.webapp.WebAppContext - configure o.e.j.w.WebAppContext@34f772{/,file:/home/christian/git/SpringREST/sparkRest/src/main/webapp/,STARTING} with org.eclipse.jetty.webapp.WebInfConfiguration@21d6dd3d
489   DEBUG o.e.jetty.webapp.WebAppContext - configure o.e.j.w.WebAppContext@34f772{/,file:/home/christian/git/SpringREST/sparkRest/src/main/webapp/,STARTING} with org.eclipse.jetty.webapp.WebXmlConfiguration@7828aec7
494   DEBUG o.e.jetty.webapp.WebAppContext - configure o.e.j.w.WebAppContext@34f772{/,file:/home/christian/git/SpringREST/sparkRest/src/main/webapp/,STARTING} with org.eclipse.jetty.webapp.MetaInfConfiguration@a5fa145
494   DEBUG o.e.jetty.webapp.WebAppContext - configure o.e.j.w.WebAppContext@34f772{/,file:/home/christian/git/SpringREST/sparkRest/src/main/webapp/,STARTING} with org.eclipse.jetty.webapp.FragmentConfiguration@7a199469
494   DEBUG o.e.jetty.webapp.WebAppContext - configure o.e.j.w.WebAppContext@34f772{/,file:/home/christian/git/SpringREST/sparkRest/src/main/webapp/,STARTING} with org.eclipse.jetty.webapp.JettyWebXmlConfiguration@d3b47e6
494   DEBUG o.e.j.w.JettyWebXmlConfiguration - Configuring web-jetty.xml
495   DEBUG org.eclipse.jetty.webapp.MetaData - metadata resolve o.e.j.w.WebAppContext@34f772{/,file:/home/christian/git/SpringREST/sparkRest/src/main/webapp/,STARTING}
496   DEBUG o.e.jetty.webapp.WebAppClassLoader - loaded class org.eclipse.jetty.servlet.listener.ELContextCleaner
496   DEBUG o.e.jetty.webapp.WebAppClassLoader - loaded class org.eclipse.jetty.servlet.listener.ELContextCleaner from sun.misc.Launcher$AppClassLoader@58644d46
499   DEBUG o.e.jetty.webapp.WebAppClassLoader - loaded class org.eclipse.jetty.servlet.listener.IntrospectorCleaner
499   DEBUG o.e.jetty.webapp.WebAppClassLoader - loaded class org.eclipse.jetty.servlet.listener.IntrospectorCleaner from sun.misc.Launcher$AppClassLoader@58644d46
503   DEBUG o.e.j.u.c.ContainerLifeCycle - org.eclipse.jetty.servlet.ServletHandler@7ce9942a added {default@5c13d641==null,-1,false,AUTO}
505   DEBUG o.e.j.u.c.ContainerLifeCycle - org.eclipse.jetty.servlet.ServletHandler@7ce9942a added {[/]=>default,POJO}
505   DEBUG o.e.jetty.servlet.ServletHandler - filterNameMap={}
505   DEBUG o.e.jetty.servlet.ServletHandler - pathFilters=null
505   DEBUG o.e.jetty.servlet.ServletHandler - servletFilterMap=null
505   DEBUG o.e.jetty.servlet.ServletHandler - servletPathMap={/=default@5c13d641==org.eclipse.jetty.servlet.DefaultServlet,0,false}
506   DEBUG o.e.jetty.servlet.ServletHandler - servletNameMap={default=default@5c13d641==org.eclipse.jetty.servlet.DefaultServlet,0,false}
506   DEBUG o.e.j.u.c.ContainerLifeCycle - org.eclipse.jetty.servlet.ServletHandler@7ce9942a added {jsp@19c47==null,-1,false,AUTO}
507   INFO  o.e.j.w.StandardDescriptorProcessor - NO JSP Support for /, did not find org.apache.jasper.servlet.JspServlet
507   DEBUG o.e.j.u.c.ContainerLifeCycle - org.eclipse.jetty.servlet.ServletHandler@7ce9942a added {[*.jsp, *.jspf, *.jspx, *.xsp, *.JSP, *.JSPF, *.JSPX, *.XSP]=>jsp,POJO}
508   DEBUG o.e.jetty.servlet.ServletHandler - filterNameMap={}
508   DEBUG o.e.jetty.servlet.ServletHandler - pathFilters=null
508   DEBUG o.e.jetty.servlet.ServletHandler - servletFilterMap=null
508   DEBUG o.e.jetty.servlet.ServletHandler - servletPathMap={*.jspx=jsp@19c47==org.eclipse.jetty.servlet.NoJspServlet,0,false, *.JSPX=jsp@19c47==org.eclipse.jetty.servlet.NoJspServlet,0,false, *.jsp=jsp@19c47==org.eclipse.jetty.servlet.NoJspServlet,0,false, *.JSPF=jsp@19c47==org.eclipse.jetty.servlet.NoJspServlet,0,false, *.jspf=jsp@19c47==org.eclipse.jetty.servlet.NoJspServlet,0,false, *.JSP=jsp@19c47==org.eclipse.jetty.servlet.NoJspServlet,0,false, *.xsp=jsp@19c47==org.eclipse.jetty.servlet.NoJspServlet,0,false, *.XSP=jsp@19c47==org.eclipse.jetty.servlet.NoJspServlet,0,false, /=default@5c13d641==org.eclipse.jetty.servlet.DefaultServlet,0,false}
509   DEBUG o.e.jetty.servlet.ServletHandler - servletNameMap={default=default@5c13d641==org.eclipse.jetty.servlet.DefaultServlet,0,false, jsp=jsp@19c47==org.eclipse.jetty.servlet.NoJspServlet,0,false}
511   DEBUG o.e.j.u.c.ContainerLifeCycle - org.eclipse.jetty.servlet.ServletHandler@7ce9942a added {SparkFilter,AUTO}
514   DEBUG o.e.j.u.c.ContainerLifeCycle - org.eclipse.jetty.servlet.ServletHandler@7ce9942a added {[/*]/[]==0=>SparkFilter,POJO}
515   DEBUG o.e.jetty.servlet.ServletHandler - filterNameMap={SparkFilter=SparkFilter}
515   DEBUG o.e.jetty.servlet.ServletHandler - pathFilters=[[/*]/[]==0=>SparkFilter]
515   DEBUG o.e.jetty.servlet.ServletHandler - servletFilterMap={}
516   DEBUG o.e.jetty.servlet.ServletHandler - servletPathMap={*.jspx=jsp@19c47==org.eclipse.jetty.servlet.NoJspServlet,0,false, *.JSPX=jsp@19c47==org.eclipse.jetty.servlet.NoJspServlet,0,false, *.jsp=jsp@19c47==org.eclipse.jetty.servlet.NoJspServlet,0,false, *.JSPF=jsp@19c47==org.eclipse.jetty.servlet.NoJspServlet,0,false, *.jspf=jsp@19c47==org.eclipse.jetty.servlet.NoJspServlet,0,false, *.JSP=jsp@19c47==org.eclipse.jetty.servlet.NoJspServlet,0,false, *.xsp=jsp@19c47==org.eclipse.jetty.servlet.NoJspServlet,0,false, *.XSP=jsp@19c47==org.eclipse.jetty.servlet.NoJspServlet,0,false, /=default@5c13d641==org.eclipse.jetty.servlet.DefaultServlet,0,false}
516   DEBUG o.e.jetty.servlet.ServletHandler - servletNameMap={default=default@5c13d641==org.eclipse.jetty.servlet.DefaultServlet,0,false, jsp=jsp@19c47==org.eclipse.jetty.servlet.NoJspServlet,0,false}
517   DEBUG o.e.j.u.c.ContainerLifeCycle - org.eclipse.jetty.servlet.ServletHandler@7ce9942a added {Log@12b24==null,-1,false,AUTO}
517   DEBUG o.e.j.u.c.ContainerLifeCycle - org.eclipse.jetty.servlet.ServletHandler@7ce9942a added {[/logs]=>Log,POJO}
517   DEBUG o.e.jetty.servlet.ServletHandler - filterNameMap={SparkFilter=SparkFilter}
517   DEBUG o.e.jetty.servlet.ServletHandler - pathFilters=[[/*]/[]==0=>SparkFilter]
517   DEBUG o.e.jetty.servlet.ServletHandler - servletFilterMap={}
518   DEBUG o.e.jetty.servlet.ServletHandler - servletPathMap={*.jspx=jsp@19c47==org.eclipse.jetty.servlet.NoJspServlet,0,false, *.JSPX=jsp@19c47==org.eclipse.jetty.servlet.NoJspServlet,0,false, *.jsp=jsp@19c47==org.eclipse.jetty.servlet.NoJspServlet,0,false, *.JSPF=jsp@19c47==org.eclipse.jetty.servlet.NoJspServlet,0,false, *.jspf=jsp@19c47==org.eclipse.jetty.servlet.NoJspServlet,0,false, *.JSP=jsp@19c47==org.eclipse.jetty.servlet.NoJspServlet,0,false, *.xsp=jsp@19c47==org.eclipse.jetty.servlet.NoJspServlet,0,false, *.XSP=jsp@19c47==org.eclipse.jetty.servlet.NoJspServlet,0,false, /logs=Log@12b24==ch.qos.logback.classic.ViewStatusMessagesServlet,-1,false, /=default@5c13d641==org.eclipse.jetty.servlet.DefaultServlet,0,false}
518   DEBUG o.e.jetty.servlet.ServletHandler - servletNameMap={default=default@5c13d641==org.eclipse.jetty.servlet.DefaultServlet,0,false, Log=Log@12b24==ch.qos.logback.classic.ViewStatusMessagesServlet,-1,false, jsp=jsp@19c47==org.eclipse.jetty.servlet.NoJspServlet,0,false}
518   DEBUG o.e.j.s.handler.AbstractHandler - starting o.e.j.w.WebAppContext@34f772{/,file:/home/christian/git/SpringREST/sparkRest/src/main/webapp/,STARTING}
519   DEBUG o.e.j.u.component.AbstractLifeCycle - starting org.eclipse.jetty.server.session.SessionHandler@1263bf16
519   DEBUG o.e.j.s.handler.AbstractHandler - starting org.eclipse.jetty.server.session.SessionHandler@1263bf16
519   DEBUG o.e.j.u.component.AbstractLifeCycle - starting org.eclipse.jetty.server.session.HashSessionManager@78c48733
520   DEBUG o.e.j.u.component.AbstractLifeCycle - starting org.eclipse.jetty.server.session.HashSessionIdManager@5e70f093
521   DEBUG o.e.j.u.component.AbstractLifeCycle - STARTED org.eclipse.jetty.server.session.HashSessionIdManager@5e70f093
521   DEBUG o.e.j.u.c.ContainerLifeCycle - org.eclipse.jetty.server.Server@7214dee1 added {org.eclipse.jetty.server.session.HashSessionIdManager@5e70f093,MANAGED}
521   DEBUG o.e.j.u.component.AbstractLifeCycle - STARTED org.eclipse.jetty.server.session.HashSessionManager@78c48733
521   DEBUG o.e.j.u.component.AbstractLifeCycle - starting org.eclipse.jetty.security.ConstraintSecurityHandler@58ac7e0d
523   DEBUG o.e.j.s.handler.AbstractHandler - starting org.eclipse.jetty.security.ConstraintSecurityHandler@58ac7e0d
523   DEBUG o.e.j.u.component.AbstractLifeCycle - starting org.eclipse.jetty.servlet.ServletHandler@7ce9942a
524   DEBUG o.e.jetty.servlet.ServletHandler - filterNameMap={SparkFilter=SparkFilter}
524   DEBUG o.e.jetty.servlet.ServletHandler - pathFilters=[[/*]/[]==0=>SparkFilter]
524   DEBUG o.e.jetty.servlet.ServletHandler - servletFilterMap={}
525   DEBUG o.e.jetty.servlet.ServletHandler - servletPathMap={*.jspx=jsp@19c47==org.eclipse.jetty.servlet.NoJspServlet,0,false, *.JSPX=jsp@19c47==org.eclipse.jetty.servlet.NoJspServlet,0,false, *.jsp=jsp@19c47==org.eclipse.jetty.servlet.NoJspServlet,0,false, *.JSPF=jsp@19c47==org.eclipse.jetty.servlet.NoJspServlet,0,false, *.jspf=jsp@19c47==org.eclipse.jetty.servlet.NoJspServlet,0,false, *.JSP=jsp@19c47==org.eclipse.jetty.servlet.NoJspServlet,0,false, *.xsp=jsp@19c47==org.eclipse.jetty.servlet.NoJspServlet,0,false, *.XSP=jsp@19c47==org.eclipse.jetty.servlet.NoJspServlet,0,false, /logs=Log@12b24==ch.qos.logback.classic.ViewStatusMessagesServlet,-1,false, /=default@5c13d641==org.eclipse.jetty.servlet.DefaultServlet,0,false}
525   DEBUG o.e.jetty.servlet.ServletHandler - servletNameMap={default=default@5c13d641==org.eclipse.jetty.servlet.DefaultServlet,0,false, Log=Log@12b24==ch.qos.logback.classic.ViewStatusMessagesServlet,-1,false, jsp=jsp@19c47==org.eclipse.jetty.servlet.NoJspServlet,0,false}
525   DEBUG o.e.j.s.handler.AbstractHandler - starting org.eclipse.jetty.servlet.ServletHandler@7ce9942a
525   DEBUG o.e.j.u.component.AbstractLifeCycle - STARTED org.eclipse.jetty.servlet.ServletHandler@7ce9942a
525   DEBUG o.e.j.u.component.AbstractLifeCycle - STARTED org.eclipse.jetty.security.ConstraintSecurityHandler@58ac7e0d
525   DEBUG o.e.j.u.component.AbstractLifeCycle - STARTED org.eclipse.jetty.server.session.SessionHandler@1263bf16
525   DEBUG o.e.j.u.component.AbstractLifeCycle - starting org.eclipse.jetty.servlet.ErrorPageErrorHandler@26600ed5
525   DEBUG o.e.j.s.handler.AbstractHandler - starting org.eclipse.jetty.servlet.ErrorPageErrorHandler@26600ed5
525   DEBUG o.e.j.u.component.AbstractLifeCycle - STARTED org.eclipse.jetty.servlet.ErrorPageErrorHandler@26600ed5
526   DEBUG o.e.j.server.handler.ContextHandler - contextInitialized: javax.servlet.ServletContextEvent[source=ServletContext@o.e.j.w.WebAppContext@34f772{/,file:/home/christian/git/SpringREST/sparkRest/src/main/webapp/,STARTING}]->org.eclipse.jetty.servlet.listener.ELContextCleaner@28a33f8
526   DEBUG o.e.j.server.handler.ContextHandler - contextInitialized: javax.servlet.ServletContextEvent[source=ServletContext@o.e.j.w.WebAppContext@34f772{/,file:/home/christian/git/SpringREST/sparkRest/src/main/webapp/,STARTING}]->org.eclipse.jetty.servlet.listener.IntrospectorCleaner@639de5cc
526   DEBUG o.e.j.u.component.AbstractLifeCycle - starting default@5c13d641==org.eclipse.jetty.servlet.DefaultServlet,0,false
528   DEBUG o.e.jetty.webapp.WebAppClassLoader - loaded class org.eclipse.jetty.servlet.DefaultServlet
528   DEBUG o.e.jetty.webapp.WebAppClassLoader - loaded class org.eclipse.jetty.servlet.DefaultServlet from sun.misc.Launcher$AppClassLoader@58644d46
528   DEBUG org.eclipse.jetty.servlet.Holder - Holding class org.eclipse.jetty.servlet.DefaultServlet
529   DEBUG o.e.j.u.component.AbstractLifeCycle - STARTED default@5c13d641==org.eclipse.jetty.servlet.DefaultServlet,0,false
536   DEBUG o.e.jetty.servlet.ServletHolder - Filter.init org.eclipse.jetty.servlet.DefaultServlet@334c3584
537   DEBUG o.e.jetty.servlet.DefaultServlet - resource base = null
537   DEBUG o.e.j.u.component.AbstractLifeCycle - starting jsp@19c47==org.eclipse.jetty.servlet.NoJspServlet,0,false
538   DEBUG org.eclipse.jetty.servlet.Holder - Holding class org.eclipse.jetty.servlet.NoJspServlet
538   DEBUG o.e.j.u.component.AbstractLifeCycle - STARTED jsp@19c47==org.eclipse.jetty.servlet.NoJspServlet,0,false
538   DEBUG o.e.jetty.servlet.ServletHolder - Filter.init org.eclipse.jetty.servlet.NoJspServlet@3e6f26be
538   DEBUG o.e.j.u.component.AbstractLifeCycle - starting SparkFilter
539   DEBUG o.e.jetty.webapp.WebAppClassLoader - loaded class spark.servlet.SparkFilter
539   DEBUG o.e.jetty.webapp.WebAppClassLoader - loaded class spark.servlet.SparkFilter from sun.misc.Launcher$AppClassLoader@58644d46
540   DEBUG org.eclipse.jetty.servlet.Holder - Holding class spark.servlet.SparkFilter
540   DEBUG o.e.j.u.component.AbstractLifeCycle - STARTED SparkFilter
540   DEBUG o.e.jetty.servlet.FilterHolder - Filter.init spark.servlet.SparkFilter@6048edc
542   DEBUG spark.route.RouteMatcherFactory - creates RouteMatcher
548   DEBUG spark.route.SimpleRouteMatcher - Adds route: get, /sysinfo, core.september.sparkrest.app.RestApplication$1@4cc8a532
548   DEBUG spark.route.SimpleRouteMatcher - Adds route: post, /pub/:customer/signup, core.september.sparkrest.app.RestApplication$2@5873f046
549   DEBUG spark.route.SimpleRouteMatcher - Adds route: post, /pub/:customer/signin, core.september.sparkrest.app.RestApplication$3@8c3a5dc
549   DEBUG spark.route.SimpleRouteMatcher - Adds route: get, /pub/505, core.september.sparkrest.app.RestApplication$4@30723885
549   DEBUG spark.route.SimpleRouteMatcher - Adds route: before, /auth/*, core.september.sparkrest.app.RestApplication$5@28d815e6
549   DEBUG spark.route.SimpleRouteMatcher - Adds route: get, /auth/:user, core.september.sparkrest.app.RestApplication$6@316cf1e
556   DEBUG o.e.j.u.component.AbstractLifeCycle - starting Log@12b24==ch.qos.logback.classic.ViewStatusMessagesServlet,-1,false
557   DEBUG o.e.jetty.webapp.WebAppClassLoader - loaded class ch.qos.logback.classic.ViewStatusMessagesServlet
557   DEBUG o.e.jetty.webapp.WebAppClassLoader - loaded class ch.qos.logback.classic.ViewStatusMessagesServlet from sun.misc.Launcher$AppClassLoader@58644d46
557   DEBUG org.eclipse.jetty.servlet.Holder - Holding class ch.qos.logback.classic.ViewStatusMessagesServlet
557   DEBUG o.e.j.u.component.AbstractLifeCycle - STARTED Log@12b24==ch.qos.logback.classic.ViewStatusMessagesServlet,-1,false
557   INFO  o.e.j.server.handler.ContextHandler - started o.e.j.w.WebAppContext@34f772{/,file:/home/christian/git/SpringREST/sparkRest/src/main/webapp/,AVAILABLE}
557   DEBUG o.e.jetty.webapp.WebAppContext - postConfigure o.e.j.w.WebAppContext@34f772{/,file:/home/christian/git/SpringREST/sparkRest/src/main/webapp/,AVAILABLE} with org.eclipse.jetty.webapp.WebInfConfiguration@21d6dd3d
557   DEBUG o.e.jetty.webapp.WebAppContext - postConfigure o.e.j.w.WebAppContext@34f772{/,file:/home/christian/git/SpringREST/sparkRest/src/main/webapp/,AVAILABLE} with org.eclipse.jetty.webapp.WebXmlConfiguration@7828aec7
557   DEBUG o.e.jetty.webapp.WebAppContext - postConfigure o.e.j.w.WebAppContext@34f772{/,file:/home/christian/git/SpringREST/sparkRest/src/main/webapp/,AVAILABLE} with org.eclipse.jetty.webapp.MetaInfConfiguration@a5fa145
558   DEBUG o.e.jetty.webapp.WebAppContext - postConfigure o.e.j.w.WebAppContext@34f772{/,file:/home/christian/git/SpringREST/sparkRest/src/main/webapp/,AVAILABLE} with org.eclipse.jetty.webapp.FragmentConfiguration@7a199469
558   DEBUG o.e.jetty.webapp.WebAppContext - postConfigure o.e.j.w.WebAppContext@34f772{/,file:/home/christian/git/SpringREST/sparkRest/src/main/webapp/,AVAILABLE} with org.eclipse.jetty.webapp.JettyWebXmlConfiguration@d3b47e6
558   DEBUG o.e.j.u.component.AbstractLifeCycle - STARTED o.e.j.w.WebAppContext@34f772{/,file:/home/christian/git/SpringREST/sparkRest/src/main/webapp/,AVAILABLE}
558   DEBUG o.e.j.u.component.AbstractLifeCycle - starting ServerConnector@3a06598f{HTTP/1.1}{0.0.0.0:9090}
561   DEBUG o.e.j.u.c.ContainerLifeCycle - ServerConnector@3a06598f{HTTP/1.1}{0.0.0.0:9090} added {sun.nio.ch.ServerSocketChannelImpl[/0:0:0:0:0:0:0:0:9090],POJO}
561   DEBUG o.e.j.u.component.AbstractLifeCycle - starting org.eclipse.jetty.util.thread.ScheduledExecutorScheduler@3aca50a6
562   DEBUG o.e.j.u.component.AbstractLifeCycle - STARTED org.eclipse.jetty.util.thread.ScheduledExecutorScheduler@3aca50a6
563   DEBUG o.e.j.u.component.AbstractLifeCycle - starting HttpConnectionFactory@30e685a7{HTTP/1.1}
563   DEBUG o.e.j.u.component.AbstractLifeCycle - STARTED HttpConnectionFactory@30e685a7{HTTP/1.1}
563   DEBUG o.e.j.u.component.AbstractLifeCycle - starting org.eclipse.jetty.server.ServerConnector$ServerConnectorManager@7146c33d
565   DEBUG o.e.j.u.component.AbstractLifeCycle - starting org.eclipse.jetty.io.SelectorManager$ManagedSelector@5331b3de keys=-1 selected=-1
567   DEBUG o.e.j.u.component.AbstractLifeCycle - STARTED org.eclipse.jetty.io.SelectorManager$ManagedSelector@5331b3de keys=0 selected=0
567   DEBUG o.e.j.util.thread.QueuedThreadPool - qtp2084446795{STARTED,8<=8<=200,i=8,q=0} dispatched org.eclipse.jetty.io.SelectorManager$ManagedSelector@5331b3de keys=0 selected=0
567   DEBUG o.e.j.u.component.AbstractLifeCycle - starting org.eclipse.jetty.io.SelectorManager$ManagedSelector@5b1e5a2c keys=-1 selected=-1
568   DEBUG o.e.j.u.component.AbstractLifeCycle - STARTED org.eclipse.jetty.io.SelectorManager$ManagedSelector@5b1e5a2c keys=0 selected=0
568   DEBUG o.eclipse.jetty.io.SelectorManager - Starting Thread[qtp2084446795-20-selector-0,5,main] on org.eclipse.jetty.io.SelectorManager$ManagedSelector@5331b3de keys=0 selected=0
568   DEBUG o.e.j.util.thread.QueuedThreadPool - qtp2084446795{STARTED,8<=8<=200,i=7,q=0} dispatched org.eclipse.jetty.io.SelectorManager$ManagedSelector@5b1e5a2c keys=0 selected=0
568   DEBUG o.eclipse.jetty.io.SelectorManager - Selector loop waiting on select
568   DEBUG o.e.j.u.component.AbstractLifeCycle - starting org.eclipse.jetty.io.SelectorManager$ManagedSelector@6f7c11e6 keys=-1 selected=-1
568   DEBUG o.e.j.u.component.AbstractLifeCycle - STARTED org.eclipse.jetty.io.SelectorManager$ManagedSelector@6f7c11e6 keys=0 selected=0
568   DEBUG o.eclipse.jetty.io.SelectorManager - Starting Thread[qtp2084446795-22-selector-1,5,main] on org.eclipse.jetty.io.SelectorManager$ManagedSelector@5b1e5a2c keys=0 selected=0
568   DEBUG o.eclipse.jetty.io.SelectorManager - Selector loop waiting on select
568   DEBUG o.e.j.util.thread.QueuedThreadPool - qtp2084446795{STARTED,8<=8<=200,i=6,q=0} dispatched org.eclipse.jetty.io.SelectorManager$ManagedSelector@6f7c11e6 keys=0 selected=0
569   DEBUG o.e.j.u.component.AbstractLifeCycle - starting org.eclipse.jetty.io.SelectorManager$ManagedSelector@1e30f8e5 keys=-1 selected=-1
569   DEBUG o.eclipse.jetty.io.SelectorManager - Starting Thread[qtp2084446795-21-selector-2,5,main] on org.eclipse.jetty.io.SelectorManager$ManagedSelector@6f7c11e6 keys=0 selected=0
569   DEBUG o.eclipse.jetty.io.SelectorManager - Selector loop waiting on select
569   DEBUG o.e.j.u.component.AbstractLifeCycle - STARTED org.eclipse.jetty.io.SelectorManager$ManagedSelector@1e30f8e5 keys=0 selected=0
569   DEBUG o.e.j.util.thread.QueuedThreadPool - qtp2084446795{STARTED,8<=8<=200,i=5,q=0} dispatched org.eclipse.jetty.io.SelectorManager$ManagedSelector@1e30f8e5 keys=0 selected=0
569   DEBUG o.e.j.u.component.AbstractLifeCycle - starting org.eclipse.jetty.io.SelectorManager$ManagedSelector@634a404b keys=-1 selected=-1
